id,influencer_id,title,platform,url,thumbnail,published,year_start,year_end,era,places,tags,verified,notes
v001,stefan-milo,What really happened to the last Neanderthals?,youtube,https://www.youtube.com/watch?v=L8xTU0oC4Nk,https://i.ytimg.com/vi/L8xTU0oC4Nk/hqdefault.jpg,2026-06-15,-50000,-38000,Middle to Upper Palaeolithic transition,,neanderthals;human-evolution;palaeolithic,yes,Period editorial: Neanderthal disappearance c.40 ka BP
v002,dan-davis-history,Who Were Europe’s First People? The Story of the Aurignacian Culture,youtube,https://www.youtube.com/watch?v=-gGvXWpx2pA,https://i.ytimg.com/vi/-gGvXWpx2pA/hqdefault.jpg,2026-07-27,-43000,-26000,Aurignacian,,palaeolithic;europe;culture,yes,
v003,dan-davis-history,The Mystery of the Ice Age Lion-man #history #archeology,reel,https://www.youtube.com/watch?v=xihn2z9R6dE,https://i.ytimg.com/vi/xihn2z9R6dE/hqdefault.jpg,2026-08-02,-40000,-35000,Aurignacian,hohlenstein-stadel,palaeolithic;art;germany,yes,
v004,dan-davis-history,The Stunning Ice Age Artworks of Chauvet Cave  #history #archeology,reel,https://www.youtube.com/watch?v=WyG-lyKYf68,https://i.ytimg.com/vi/WyG-lyKYf68/hqdefault.jpg,2026-08-05,-34000,-30000,Aurignacian,chauvet,palaeolithic;cave-art;france,yes,
v005,dan-davis-history,Are These Ice Age Markings the World's Oldest Writing? #history #archeology,reel,https://www.youtube.com/watch?v=C9JlIRzvac0,https://i.ytimg.com/vi/C9JlIRzvac0/hqdefault.jpg,2026-08-03,-25000,-14000,Upper Palaeolithic,,palaeolithic;signs;writing,yes,Span editorial
v006,study-antiquity,"Colorado 10,000 YEARS AGO?",reel,https://www.youtube.com/watch?v=Z6bE5K9cnwk,https://i.ytimg.com/vi/Z6bE5K9cnwk/hqdefault.jpg,2026-08-23,-10000,-8000,Palaeo-Indian period,lindenmeier,north-america;palaeoindian;archaeology,yes,
v007,prehistory-guys,Inside the Excavations: Göbekli Tepe As You've Never Seen It,youtube,https://www.youtube.com/watch?v=_YqCt-Mbaq4,https://i.ytimg.com/vi/_YqCt-Mbaq4/hqdefault.jpg,2026-08-22,-9600,-8000,Pre-Pottery Neolithic,gobekli-tepe,neolithic;monuments;excavation,yes,
v008,inrap,Les premiers Parisiens - Éclats d'archéo #2 (Version LSF),youtube,https://www.youtube.com/watch?v=JOs6kRNGbnk,https://i.ytimg.com/vi/JOs6kRNGbnk/hqdefault.jpg,2026-06-29,-8000,-4000,Mesolithic to Neolithic Paris basin,paris,mesolithic;settlement;france,yes,Version LSF (langue des signes française) of the site film
v009,history-time,Who Were The First People In Ireland? - Ancient Irish Prehistory Documentary,youtube,https://www.youtube.com/watch?v=4dXYBGm-_zE,https://i.ytimg.com/vi/4dXYBGm-_zE/hqdefault.jpg,2024-11-30,-8000,-4000,Irish Mesolithic to Neolithic,mount-sandel,prehistory;ireland;settlement,yes,
v010,miniminuteman,The Skeleton That Rewrote European History - The Bad Dürrenberg Shaman,youtube,https://www.youtube.com/watch?v=3Oh6bC4t7q8,https://i.ytimg.com/vi/3Oh6bC4t7q8/hqdefault.jpg,2026-06-21,-7000,-6800,Mesolithic,bad-durrenberg,burial;mesolithic;germany,yes,
v011,prehistory-guys,"Touching 8,000 Years of Prehistory: Michael Overwhelmed at Çukuriçi Höyük!",reel,https://www.youtube.com/watch?v=FKHOVCaxN3s,https://i.ytimg.com/vi/FKHOVCaxN3s/hqdefault.jpg,2026-07-15,-6700,-5500,Early Neolithic Anatolia,cukurici-hoyuk,neolithic;anatolia;excavation,yes,
v012,stefan-milo,the ancient 300 year megadrought was probably not great.,youtube,https://www.youtube.com/watch?v=A_9uskaEOm8,https://i.ytimg.com/vi/A_9uskaEOm8/hqdefault.jpg,2025-12-22,-6250,-5950,8.2 kiloyear event,,climate;mesolithic;neolithic,yes,Subject confirmed from the video description: the 8.2 ka event
v013,dan-davis-history,The Mystery of the Trypillia Culture Burial Rites #history #ancienthistory #archeology,reel,https://www.youtube.com/watch?v=bPf4ZIKdBs8,https://i.ytimg.com/vi/bPf4ZIKdBs8/hqdefault.jpg,2026-06-18,-5500,-2750,Cucuteni-Trypillia culture,trypillia,neolithic;burial;ukraine,yes,
v014,prehistory-guys,"Does This Mean There Was a Massacre at Vráble-Veľké 7,000 Years Ago?",youtube,https://www.youtube.com/watch?v=xWdUt9PJp18,https://i.ytimg.com/vi/xWdUt9PJp18/hqdefault.jpg,2026-07-31,-5300,-4900,Linear Pottery culture,vrable,neolithic;violence;europe,yes,
v015,inrap,La Dame de Villers-Carbonnel - Éclats d'archéo #7 (Version LSF),youtube,https://www.youtube.com/watch?v=fewGSuVx4bY,https://i.ytimg.com/vi/fewGSuVx4bY/hqdefault.jpg,2026-06-29,-4300,-3800,Middle Neolithic,villers-carbonnel,neolithic;figurine;france,yes,Version LSF (langue des signes française) of the site film
v016,prehistory-guys,We Ranked 40 Prehistoric Sites in England (Don't Get Mad!),youtube,https://www.youtube.com/watch?v=BeQM_c-qvEg,https://i.ytimg.com/vi/BeQM_c-qvEg/hqdefault.jpg,2026-08-14,-4000,-800,British prehistory,stonehenge,prehistory;monuments;britain,yes,Stonehenge anchors a 40-site survey
v017,time-team-classics,"A Neolithic Cathedral? (Full Episode) | S12 EP5 | Time Team (Northborough, Cambridgeshire)",youtube,https://www.youtube.com/watch?v=JGbOM1dSV64,https://i.ytimg.com/vi/JGbOM1dSV64/hqdefault.jpg,2026-08-27,-3800,-3000,Neolithic Britain,northborough,neolithic;monuments;britain,yes,
v018,dan-davis-history,The Fall of Neolithic Europe | The Globular Amphora Culture,youtube,https://www.youtube.com/watch?v=jvrFAJCBTm8,https://i.ytimg.com/vi/jvrFAJCBTm8/hqdefault.jpg,2026-07-31,-3400,-2800,Globular Amphora culture,,neolithic;europe;culture,yes,
v019,le-bizarreum,"Rencontre avec Ötzi, la momie des glaces.",youtube,https://www.youtube.com/watch?v=F5603RjajGU,https://i.ytimg.com/vi/F5603RjajGU/hqdefault.jpg,2022-09-30,-3350,-3105,Chalcolithic Alps,otzi-similaun,mummies;alps;bioarchaeology,yes,
v020,time-team,Look around the Ness of Brodgar with the Time Team virtual tour!,reel,https://www.youtube.com/watch?v=kEOb_2bCnng,https://i.ytimg.com/vi/kEOb_2bCnng/hqdefault.jpg,2026-08-21,-3300,-2300,Neolithic Orkney,ness-of-brodgar,neolithic;fieldwork;orkney,yes,
v021,time-team,Digging a neolithic mystery on Orkney | Time Team podcast,youtube,https://www.youtube.com/watch?v=qKw5HV1wzak,https://i.ytimg.com/vi/qKw5HV1wzak/hqdefault.jpg,2026-08-18,-3300,-2300,Neolithic Orkney,ness-of-brodgar,neolithic;fieldwork;podcast,yes,
v022,time-team,3D Trench visual from the Ness of Brodgar,reel,https://www.youtube.com/watch?v=LyMfKK-7HXM,https://i.ytimg.com/vi/LyMfKK-7HXM/hqdefault.jpg,2026-08-08,-3300,-2300,Neolithic Orkney,ness-of-brodgar,neolithic;fieldwork;3d,yes,
v023,time-team,Will Time Team get the answers they are looking for at the Ness of Brodgar?,reel,https://www.youtube.com/watch?v=chOXf_l2hic,https://i.ytimg.com/vi/chOXf_l2hic/hqdefault.jpg,2026-07-30,-3300,-2300,Neolithic Orkney,ness-of-brodgar,neolithic;fieldwork;orkney,yes,
v024,ancient-sites-girl,Ancient Egyptian Creator God KHEPRI and his Scarab | History Podcast,youtube,https://www.youtube.com/watch?v=ASDDmveY66Q,https://i.ytimg.com/vi/ASDDmveY66Q/hqdefault.jpg,2026-09-05,-3100,-30,Dynastic Egypt,,egypt;religion;deities,yes,No single site: thematic episode on a deity
v025,ancient-sites-girl,Ancient Egyptian GOD OF WAR - All about Montu | History Podcast,youtube,https://www.youtube.com/watch?v=9dbi8IeLl3Y,https://i.ytimg.com/vi/9dbi8IeLl3Y/hqdefault.jpg,2026-07-25,-3100,-30,Dynastic Egypt,luxor,egypt;religion;deities;thebes,yes,Theban region stands in as the cult centre of Montu
v026,ancient-sites-girl,Egyptian Nile God HAPI Explained | History Podcast,youtube,https://www.youtube.com/watch?v=0l9iFSVAX7Y,https://i.ytimg.com/vi/0l9iFSVAX7Y/hqdefault.jpg,2026-07-11,-3100,-30,Dynastic Egypt,elephantine,egypt;religion;deities;nile,yes,Elephantine as the traditional cult site of the inundation
v027,prehistory-guys,LERNA: The Most Extraordinary Prehistoric Archaeological Site You've Never Heard Of.,youtube,https://www.youtube.com/watch?v=mWEKTh86oGU,https://i.ytimg.com/vi/mWEKTh86oGU/hqdefault.jpg,2026-08-07,-3000,-2200,Early Helladic,lerna,bronze-age;greece;settlement,yes,
v028,ancient-sites-girl,"In Africa, but not of Africa? Ancient Egypt in Nubia and Beyond | History Podcast",youtube,https://www.youtube.com/watch?v=EWZPFPXvU2E,https://i.ytimg.com/vi/EWZPFPXvU2E/hqdefault.jpg,2026-08-22,-3000,-660,Egypt and Nubia,kerma;napata,egypt;nubia;historiography;debunking,yes,Examines 19th-century diffusionist claims about Egypt in sub-Saharan Africa
v029,ancient-americas,The Forgotten Crops of North America: The Eastern Agricultural Complex,youtube,https://www.youtube.com/watch?v=wpTUCS3mPaY,https://i.ytimg.com/vi/wpTUCS3mPaY/hqdefault.jpg,2025-10-16,-3000,1200,Eastern Agricultural Complex,cahokia,north-america;agriculture;domestication,yes,Cahokia anchors the Eastern Woodlands; not the sole subject
v030,ancient-americas,How weeds became crops.  #history #indigenous #agriculture #nativeamerican,reel,https://www.youtube.com/watch?v=6vi3bLpCKTE,https://i.ytimg.com/vi/6vi3bLpCKTE/hqdefault.jpg,2025-10-16,-3000,1200,Eastern Agricultural Complex,cahokia,north-america;agriculture;domestication,yes,
v031,ancient-sites-girl,Ancient Egyptian FUNERAL Explained | History Podcast,youtube,https://www.youtube.com/watch?v=iwMH3JLcDuw,https://i.ytimg.com/vi/iwMH3JLcDuw/hqdefault.jpg,2026-06-27,-2686,-30,Dynastic Egypt,luxor,egypt;funerary;ritual,yes,"Thematic episode; the Theban necropolis is an anchor, not the sole subject"
v032,revues-du-monde,Ce qu'on a (vraiment) retrouvé sous les pyramides,youtube,https://www.youtube.com/watch?v=-7cc542PREw,https://i.ytimg.com/vi/-7cc542PREw/hqdefault.jpg,2025-06-08,-2600,-2500,Old Kingdom Egypt,giza,debunking;egypt;pyramids,yes,
v033,miniminuteman,The Nightmare of The “Great Death Pit”,reel,https://www.youtube.com/watch?v=NWHkG8aePGw,https://i.ytimg.com/vi/NWHkG8aePGw/hqdefault.jpg,2026-07-20,-2600,-2450,Early Dynastic Mesopotamia,ur,burial;mesopotamia;ritual,yes,Great Death Pit = Royal Cemetery of Ur
v034,archeostoria,Harappa:l'enigmatica metropoli della civiltà della valle dell'Indo. #pakistan #india #harappa,youtube,https://www.youtube.com/watch?v=pNHQnuYdoAo,https://i.ytimg.com/vi/pNHQnuYdoAo/hqdefault.jpg,2026-05-04,-2600,-1900,Indus Valley civilisation,harappa,indus;urbanism;south-asia,yes,
v035,ancient-sites-girl,Incredible Precision of Granite Casing Stones in Giza's Valley Temple of Khafre,youtube,https://www.youtube.com/watch?v=3s6P-UNGIX8,https://i.ytimg.com/vi/3s6P-UNGIX8/hqdefault.jpg,2026-05-14,-2570,-2530,Old Kingdom Egypt,giza,egypt;masonry;giza;old-kingdom,yes,
v036,nota-bene,La centrale électrique de Khéops...? #Shorts,reel,https://www.youtube.com/watch?v=56fJSBP3lBg,https://i.ytimg.com/vi/56fJSBP3lBg/hqdefault.jpg,2026-08-29,-2560,-2540,Old Kingdom Egypt,giza,debunking;egypt;pyramids,yes,
v037,damilee,The Pyramid's Payroll Survived. The Blueprints Didn't.,reel,https://www.youtube.com/watch?v=yHET74gmTbk,https://i.ytimg.com/vi/yHET74gmTbk/hqdefault.jpg,2026-09-01,-2560,-2540,Old Kingdom Egypt,giza,egypt;pyramids;labour;architecture,yes,
v038,damilee,The Genius of the Great Pyramid's Architecture,reel,https://www.youtube.com/watch?v=XbQHK8suS5Q,https://i.ytimg.com/vi/XbQHK8suS5Q/hqdefault.jpg,2026-08-26,-2560,-2540,Old Kingdom Egypt,giza,egypt;pyramids;architecture;engineering,yes,
v039,damilee,The Pyramids Weren't Built. They Were Unbuilt.,reel,https://www.youtube.com/watch?v=WI_Vb68TZaM,https://i.ytimg.com/vi/WI_Vb68TZaM/hqdefault.jpg,2026-08-19,-2560,-2540,Old Kingdom Egypt,giza,egypt;pyramids;construction;architecture,yes,
v040,damilee,This New Pyramid Theory Explains the Missing Evidence,youtube,https://www.youtube.com/watch?v=h5kWDOuY2Uo,https://i.ytimg.com/vi/h5kWDOuY2Uo/hqdefault.jpg,2026-01-29,-2560,-2540,Old Kingdom Egypt,giza,egypt;pyramids;construction;architecture,yes,
v041,miniminuteman,"The New ""Second Sphinx"" Theory Is Incredibly Stupid",youtube,https://www.youtube.com/watch?v=fHxlV1DgpyE,https://i.ytimg.com/vi/fHxlV1DgpyE/hqdefault.jpg,2026-07-05,-2560,-2500,Old Kingdom Egypt,giza,debunking;egypt;sphinx,yes,
v042,miniminuteman,The Second Sphinx Theory Is Very Stupid,reel,https://www.youtube.com/watch?v=V9x08GTyixI,https://i.ytimg.com/vi/V9x08GTyixI/hqdefault.jpg,2026-07-06,-2560,-2500,Old Kingdom Egypt,giza,debunking;egypt;sphinx,yes,Short-form version of the long video
v043,terra-x-history,7 Weltwunder der Antike: Wo waren sie? | Terra X,reel,https://www.youtube.com/watch?v=9NMVl-uRudY,https://i.ytimg.com/vi/9NMVl-uRudY/hqdefault.jpg,2026-08-28,-2560,-226,Ancient world,giza;alexandria;olympia,wonders;antiquity;monuments,yes,Wide span: the seven wonders are not contemporaneous
v044,nota-bene,Un élève bouffe sa tablette en argile,reel,https://www.youtube.com/watch?v=y3D8jIEv_D4,https://i.ytimg.com/vi/y3D8jIEv_D4/hqdefault.jpg,2026-09-03,-1900,-1600,Old Babylonian period,ur,mesopotamia;writing;education,yes,
v045,dan-davis-history,Which Bronze Age King Made the Nebra Sky Disc? #history #archeology,reel,https://www.youtube.com/watch?v=-FTNiK53fS0,https://i.ytimg.com/vi/-FTNiK53fS0/hqdefault.jpg,2026-06-29,-1800,-1600,Early Bronze Age Europe,nebra,bronze-age;astronomy;germany,yes,
v046,tasting-history,4000-year-old Sumerian Cake for Ea-Nasir,reel,https://www.youtube.com/watch?v=FbWTbUotslo,https://i.ytimg.com/vi/FbWTbUotslo/hqdefault.jpg,2026-09-04,-1750,-1750,Old Babylonian period,ur,mesopotamia;food;ea-nasir,yes,
v047,tasting-history,History's Worst Copper Merchant & His 4000 Year Old Cake,youtube,https://www.youtube.com/watch?v=3XI-2jLUI24,https://i.ytimg.com/vi/3XI-2jLUI24/hqdefault.jpg,2026-08-25,-1750,-1750,Old Babylonian period,ur,mesopotamia;food;trade,yes,
v048,passe-sauvage,Le disque de PhaÏstos : FAKE ?! #shorts #culture,reel,https://www.youtube.com/watch?v=f4jgmnheUlU,https://i.ytimg.com/vi/f4jgmnheUlU/hqdefault.jpg,2025-12-03,-1700,-1600,Minoan Crete,phaistos,minoan;writing;debunking,yes,
v049,ancient-sites-girl,Egypt Under the Hyksos: Israel Before Exodus? | History Podcast,youtube,https://www.youtube.com/watch?v=4LS6HIHUT1w,https://i.ytimg.com/vi/4LS6HIHUT1w/hqdefault.jpg,2026-04-18,-1650,-1550,Second Intermediate Period,avaris,egypt;hyksos;levant;second-intermediate,yes,
v050,ancient-americas,The Rise of the Olmec,youtube,https://www.youtube.com/watch?v=HPTTMXj4K00,https://i.ytimg.com/vi/HPTTMXj4K00/hqdefault.jpg,2026-06-12,-1600,-1200,Early Olmec,san-lorenzo,mesoamerica;olmec;origins,yes,
v051,dan-davis-history,What Mycenaean Greek Women REALLY Looked Like  #history  #ancienthistory #ancientgreece,reel,https://www.youtube.com/watch?v=iclncEQtCZo,https://i.ytimg.com/vi/iclncEQtCZo/hqdefault.jpg,2026-07-18,-1600,-1100,Mycenaean Greece,mycenae,bronze-age;greece;material-culture,yes,
v052,history-time,The Complete Bronze Age Greek World // Ancient History Prehistory Archaeology Mycenaeans Documentary,youtube,https://www.youtube.com/watch?v=1YdvOTiMn00,https://i.ytimg.com/vi/1YdvOTiMn00/hqdefault.jpg,2025-02-01,-1600,-1100,Mycenaean Greece,mycenae;knossos,bronze-age;greece;archaeology,yes,
v053,ancient-sites-girl,Biblical EXODUS - Examining Historical Evidence | History Podcast,youtube,https://www.youtube.com/watch?v=nxhT3ySqcb8,https://i.ytimg.com/vi/nxhT3ySqcb8/hqdefault.jpg,2026-05-02,-1550,-1150,Late Bronze Age,,egypt;bible;historicity;exodus,yes,No single site: the episode weighs the proposed datings against each other
v054,ancient-americas,Basketmaker Culture and Puebloan Origins,youtube,https://www.youtube.com/watch?v=RHpkiUdxV-8,https://i.ytimg.com/vi/RHpkiUdxV-8/hqdefault.jpg,2026-04-16,-1500,750,Basketmaker,mesa-verde;chaco-canyon,north-america;puebloan;agriculture,yes,
v055,study-antiquity,ANCESTRAL PUEBLOANS - Ancient Colorado Natives?,reel,https://www.youtube.com/watch?v=lC9QkTLvR9M,https://i.ytimg.com/vi/lC9QkTLvR9M/hqdefault.jpg,2026-08-18,-1500,1300,Ancestral Puebloan,mesa-verde,north-america;puebloan;archaeology,yes,
v056,ancient-sites-girl,Historians Like This Egyptian Tomb MOST! (Rekhmire TT100),youtube,https://www.youtube.com/watch?v=JDHSSNOTERo,https://i.ytimg.com/vi/JDHSSNOTERo/hqdefault.jpg,2026-06-13,-1479,-1400,New Kingdom Egypt,luxor,egypt;tomb;thebes;new-kingdom,yes,"Tomb of the vizier Rekhmire, TT100, Sheikh Abd el-Qurna"
v057,ancient-americas,The Mesoamerican Ballgame: More Than Just a Game,youtube,https://www.youtube.com/watch?v=ckgZwwWUw8I,https://i.ytimg.com/vi/ckgZwwWUw8I/hqdefault.jpg,2025-12-01,-1400,1521,Mesoamerican ballgame,chichen-itza;la-venta,mesoamerica;ritual;sport,yes,
v058,archeostoria,Tutankhamon: un viaggio nell'antico Egitto tra storia ed archeologia con @egittosocialclub72,youtube,https://www.youtube.com/watch?v=F661JkxAq_A,https://i.ytimg.com/vi/F661JkxAq_A/hqdefault.jpg,2025-11-28,-1332,-1323,New Kingdom Egypt,luxor,egypt;tomb;tutankhamun,yes,
v059,ancient-sites-girl,Egypt's Most Beautiful Noble's Tomb FINALLY Restored,youtube,https://www.youtube.com/watch?v=ezJzeL68t8w,https://i.ytimg.com/vi/ezJzeL68t8w/hqdefault.jpg,2026-05-16,-1330,-1290,New Kingdom Egypt,luxor,egypt;tomb;thebes;conservation,yes,"Tomb of Neferhotep TT49 at El-Khokha, named in the description"
